datetime,facility,message
2023/09/01 08:31:57,ADT,publish: CONNECT(0)=0
2023/09/01 08:31:32,ADT,The file was uploaded.
2023/09/01 08:31:29,ADT,Call: REQUEST_SYSLOG(send_log)
2023/09/01 08:31:29,ADT,Send log file.
2023/09/01 08:31:26,ADT,publish: EXEC(0)=0
2023/09/01 08:31:19,ADT,Subscribe callback(operation)
2023/09/01 08:31:18,ADT,publish: request_operation(request_file_upload)=0
2023/09/01 08:31:15,WIRELESS,wl1 (2.4GHz): Detect interference(80per) [with Non-802.11] on channel 2.
2023/09/01 08:30:18,WIRELESS,wl1 (2.4GHz): Detect interference(68per) [with Non-802.11] on channel 2.
2023/09/01 08:30:13,ADT,No new wireless terminal list.(scheduled)
2023/09/01 08:30:05,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 08:30:04,ADT,### Scheduled time.
2023/09/01 08:28:03,WIRELESS,wl1 (2.4GHz): Detect interference(85per) [with Non-802.11] on channel 2.
2023/09/01 08:27:16,WIRELESS,wl1 (2.4GHz): Detect interference(68per) [with Non-802.11] on channel 2.
2023/09/01 08:25:02,WIRELESS,wl1 (2.4GHz): Detect interference(84per) [with Non-802.11] on channel 2.
2023/09/01 08:24:10,WIRELESS,wl1 (2.4GHz): Detect interference(75per) [with Non-802.11] on channel 2.
2023/09/01 08:21:04,WIRELESS,wl1 (2.4GHz): Detect interference(73per) [with Non-802.11] on channel 2.
2023/09/01 08:20:54,WIRELESS,wl1 (2.4GHz): Detect interference(81per) [with Non-802.11] on channel 2.
2023/09/01 08:17:58,WIRELESS,wl1 (2.4GHz): Detect interference(72per) [with Non-802.11] on channel 2.
2023/09/01 08:17:38,WIRELESS,wl1 (2.4GHz): Detect interference(85per) [with Non-802.11] on channel 2.
2023/09/01 08:14:53,WIRELESS,wl1 (2.4GHz): Detect interference(55per) [with Non-802.11] on channel 2.
2023/09/01 08:14:01,WIRELESS,wl1 (2.4GHz): Detect interference(81per) [with Non-802.11] on channel 2.
2023/09/01 08:11:34,WIRELESS,wl1 (2.4GHz): Detect interference(61per) [with Non-802.11] on channel 2.
2023/09/01 08:08:33,WIRELESS,wl1 (2.4GHz): Detect interference(62per) [with Non-802.11] on channel 2.
2023/09/01 08:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 08:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 08:04:39,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/09/01 08:04:39,WIRELESS,wl1 (2.4GHz): Switch Channel 2 / 20 MHz
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 2 / 20 MHz
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(74per) [with Non-802.11] on channel 13.
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(56per) on channel 11.
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(80per) [with Non-802.11] on channel 10.
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(51per) on channel 9.
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(51per) on channel 8.
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(56per) on channel 6.
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(62per) on channel 4.
2023/09/01 08:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(72per) on channel 1.
2023/09/01 08:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 08:04:21,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 08:00:10,ADT,No new wireless terminal list.(scheduled)
2023/09/01 08:00:02,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 08:00:01,ADT,### Scheduled time.
2023/09/01 07:30:11,ADT,No new wireless terminal list.(scheduled)
2023/09/01 07:30:03,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 07:30:02,ADT,### Scheduled time.
2023/09/01 07:28:01,WIRELESS,wl1 (2.4GHz): Detect interference(82per) [with Non-802.11] on channel 1.
2023/09/01 07:16:39,WIRELESS,wl1 (2.4GHz): Detect interference(70per) [with Non-802.11] on channel 1.
2023/09/01 07:15:53,WIRELESS,wl1 (2.4GHz): Detect interference(87per) [with Non-802.11] on channel 1.
2023/09/01 07:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 07:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 07:04:39,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/09/01 07:04:38,WIRELESS,wl1 (2.4GHz): Switch Channel 1 / 20 MHz
2023/09/01 07:04:38,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 1 / 20 MHz
2023/09/01 07:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(75per) [with Non-802.11] on channel 13.
2023/09/01 07:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(58per) on channel 4.
2023/09/01 07:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(58per) [with Non-802.11] on channel 3.
2023/09/01 07:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(67per) on channel 2.
2023/09/01 07:04:38,WIRELESS,wl1 (2.4GHz): Detect interference(71per) on channel 1.
2023/09/01 07:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 07:04:23,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 07:02:01,WIRELESS,wl1 (2.4GHz): Detect interference(70per) [with Non-802.11] on channel 13.
2023/09/01 07:00:12,ADT,No new wireless terminal list.(scheduled)
2023/09/01 07:00:04,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 07:00:03,ADT,### Scheduled time.
2023/09/01 06:54:51,WIRELESS,wl1 (2.4GHz): Detect interference(56per) [with Non-802.11] on channel 13.
2023/09/01 06:50:02,WIRELESS,wl1 (2.4GHz): Detect interference(59per) [with Non-802.11] on channel 13.
2023/09/01 06:39:22,WIRELESS,wl1 (2.4GHz): Detect interference(50per) [with Non-802.11] on channel 13.
2023/09/01 06:36:21,WIRELESS,wl1 (2.4GHz): Detect interference(50per) [with Non-802.11] on channel 13.
2023/09/01 06:33:19,WIRELESS,wl1 (2.4GHz): Detect interference(54per) [with Non-802.11] on channel 13.
2023/09/01 06:30:09,ADT,No new wireless terminal list.(scheduled)
2023/09/01 06:30:02,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 06:30:01,ADT,### Scheduled time.
2023/09/01 06:29:27,WIRELESS,wl1 (2.4GHz): Detect interference(60per) [with Non-802.11] on channel 13.
2023/09/01 06:26:26,WIRELESS,wl1 (2.4GHz): Detect interference(56per) [with Non-802.11] on channel 13.
2023/09/01 06:22:25,WIRELESS,wl1 (2.4GHz): Detect interference(58per) [with Non-802.11] on channel 13.
2023/09/01 06:19:24,WIRELESS,wl1 (2.4GHz): Detect interference(52per) [with Non-802.11] on channel 13.
2023/09/01 06:15:52,WIRELESS,wl1 (2.4GHz): Detect interference(61per) [with Non-802.11] on channel 13.
2023/09/01 06:12:35,WIRELESS,wl1 (2.4GHz): Detect interference(54per) [with Non-802.11] on channel 13.
2023/09/01 06:09:03,WIRELESS,wl1 (2.4GHz): Detect interference(69per) [with Non-802.11] on channel 13.
2023/09/01 06:06:55,ADT,publish: CONNECT(0)=0
2023/09/01 06:06:31,ADT,Send wireless file.
2023/09/01 06:06:30,ADT,The file was uploaded.
2023/09/01 06:06:30,ADT,Send wired file.
2023/09/01 06:06:27,ADT,publish: EXEC(0)=0
2023/09/01 06:06:21,ADT,Subscribe callback(operation)
2023/09/01 06:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 06:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 06:04:37,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/09/01 06:04:37,WIRELESS,wl1 (2.4GHz): Switch Channel 13 / 20 MHz
2023/09/01 06:04:36,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 13 / 20 MHz
2023/09/01 06:04:36,WIRELESS,wl1 (2.4GHz): Detect interference(55per) on channel 12.
2023/09/01 06:04:36,WIRELESS,wl1 (2.4GHz): Detect interference(58per) on channel 11.
2023/09/01 06:04:36,WIRELESS,wl1 (2.4GHz): Detect interference(50per) on channel 10.
2023/09/01 06:04:36,WIRELESS,wl1 (2.4GHz): Detect interference(60per) [with Non-802.11] on channel 9.
2023/09/01 06:04:36,WIRELESS,wl1 (2.4GHz): Detect interference(72per) [with Non-802.11] on channel 8.
2023/09/01 06:04:36,WIRELESS,wl1 (2.4GHz): Detect interference(55per) on channel 1.
2023/09/01 06:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 06:04:18,WIRELESS,wl0 (5GHz): Start sending beacon
2023/09/01 06:04:18,WIRELESS,wl0 (5GHz): Switch Channel 64 / 80 MHz
2023/09/01 06:04:18,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 06:00:12,ADT,No new wireless terminal list.(scheduled)
2023/09/01 06:00:04,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 06:00:03,ADT,### Scheduled time.
2023/09/01 05:30:13,ADT,No new wireless terminal list.(scheduled)
2023/09/01 05:30:05,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 05:30:04,ADT,### Scheduled time.
2023/09/01 05:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 05:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 05:04:35,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 1 / 20 MHz
2023/09/01 05:04:35,WIRELESS,wl1 (2.4GHz): Detect interference(55per) on channel 12.
2023/09/01 05:04:35,WIRELESS,wl1 (2.4GHz): Detect interference(58per) on channel 11.
2023/09/01 05:04:35,WIRELESS,wl1 (2.4GHz): Detect interference(50per) on channel 10.
2023/09/01 05:04:35,WIRELESS,wl1 (2.4GHz): Detect interference(60per) [with Non-802.11] on channel 9.
2023/09/01 05:04:35,WIRELESS,wl1 (2.4GHz): Detect interference(72per) [with Non-802.11] on channel 8.
2023/09/01 05:04:35,WIRELESS,wl1 (2.4GHz): Detect interference(58per) on channel 1.
2023/09/01 05:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 05:04:25,WIRELESS,wl3 (5GHz): Switch Channel 52 / 80 MHz
2023/09/01 05:04:23,WIRELESS,wl0 (5GHz): Start sending beacon
2023/09/01 05:04:23,WIRELESS,wl0 (5GHz): Switch Channel 36 / 80 MHz
2023/09/01 05:04:22,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 36 / 80 MHz
2023/09/01 05:04:22,WIRELESS,wl0 (5GHz): Detect interference(51per) on channel 128.
2023/09/01 05:04:22,WIRELESS,wl0 (5GHz): Detect interference(51per) on channel 124.
2023/09/01 05:04:22,WIRELESS,wl0 (5GHz): Detect interference(51per) on channel 120.
2023/09/01 05:04:22,WIRELESS,wl0 (5GHz): Detect interference(51per) on channel 116.
2023/09/01 05:00:10,ADT,No new wireless terminal list.(scheduled)
2023/09/01 05:00:02,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 05:00:01,ADT,### Scheduled time.
2023/09/01 04:39:01,WIRELESS,wl1 (2.4GHz): Detect interference(75per) [with Non-802.11] on channel 1.
2023/09/01 04:30:15,ADT,No new wireless terminal list.(scheduled)
2023/09/01 04:30:15,ADT,ADT Challenge Response Error.(wireless_list)
2023/09/01 04:30:04,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 04:30:03,ADT,### Scheduled time.
2023/09/01 04:29:02,WIRELESS,wl1 (2.4GHz): Detect interference(74per) [with Non-802.11] on channel 1.
2023/09/01 04:13:01,WIRELESS,wl1 (2.4GHz): Detect interference(81per) [with Non-802.11] on channel 1.
2023/09/01 04:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 04:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 1 / 20 MHz
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(69per) on channel 11.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(56per) on channel 10.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(65per) [with Non-802.11] on channel 9.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(54per) on channel 8.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(54per) on channel 5.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(64per) on channel 4.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(53per) on channel 3.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(51per) on channel 2.
2023/09/01 04:04:34,WIRELESS,wl1 (2.4GHz): Detect interference(61per) on channel 1.
2023/09/01 04:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 04:04:16,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 04:04:16,WIRELESS,wl0 (5GHz): Detect interference(55per) on channel 128.
2023/09/01 04:04:16,WIRELESS,wl0 (5GHz): Detect interference(55per) on channel 124.
2023/09/01 04:04:16,WIRELESS,wl0 (5GHz): Detect interference(55per) on channel 120.
2023/09/01 04:04:16,WIRELESS,wl0 (5GHz): Detect interference(55per) on channel 116.
2023/09/01 04:00:12,ADT,No new wireless terminal list.(scheduled)
2023/09/01 04:00:05,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 04:00:04,ADT,### Scheduled time.
2023/09/01 03:46:14,WIRELESS,wl1 (2.4GHz): Detect interference(77per) [with Non-802.11] on channel 1.
2023/09/01 03:31:58,ADT,publish: CONNECT(0)=0
2023/09/01 03:31:34,ADT,The file was uploaded.
2023/09/01 03:31:31,ADT,Call: REQUEST_SYSLOG(send_log)
2023/09/01 03:31:31,ADT,Send log file.
2023/09/01 03:31:28,ADT,publish: EXEC(0)=0
2023/09/01 03:31:21,ADT,Subscribe callback(operation)
2023/09/01 03:31:20,ADT,publish: request_operation(request_file_upload)=0
2023/09/01 03:30:11,ADT,No new wireless terminal list.(scheduled)
2023/09/01 03:30:04,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 03:30:03,ADT,### Scheduled time.
2023/09/01 03:26:01,WIRELESS,wl1 (2.4GHz): Detect interference(69per) [with Non-802.11] on channel 1.
2023/09/01 03:19:01,WIRELESS,wl1 (2.4GHz): Detect interference(68per) [with Non-802.11] on channel 1.
2023/09/01 03:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 03:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 03:04:34,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/09/01 03:04:34,WIRELESS,wl1 (2.4GHz): Switch Channel 1 / 20 MHz
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 1 / 20 MHz
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(58per) on channel 11.
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(52per) on channel 10.
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(57per) on channel 9.
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(50per) on channel 8.
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(57per) on channel 4.
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(58per) [with Non-802.11] on channel 3.
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(52per) on channel 2.
2023/09/01 03:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(64per) on channel 1.
2023/09/01 03:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 03:04:19,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 03:02:17,ADT,publish: status(1)=0
2023/09/01 03:01:51,ADT,publish: EXEC(1)=0
2023/09/01 03:01:45,ADT,Subscribe callback(status_scheduled)
2023/09/01 03:00:13,ADT,No new wireless terminal list.(scheduled)
2023/09/01 03:00:05,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 03:00:04,ADT,### Scheduled time.
2023/09/01 02:52:02,WIRELESS,wl1 (2.4GHz): Detect interference(71per) [with Non-802.11] on channel 2.
2023/09/01 02:30:14,ADT,No new wireless terminal list.(scheduled)
2023/09/01 02:30:06,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 02:30:05,ADT,### Scheduled time.
2023/09/01 02:18:37,WIRELESS,wl1 (2.4GHz): Detect interference(60per) [with Non-802.11] on channel 2.
2023/09/01 02:11:23,WIRELESS,wl1 (2.4GHz): Detect interference(56per) [with Non-802.11] on channel 2.
2023/09/01 02:07:56,WIRELESS,wl1 (2.4GHz): Detect interference(54per) [with Non-802.11] on channel 2.
2023/09/01 02:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 02:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Switch Channel 2 / 20 MHz
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 2 / 20 MHz
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(54per) on channel 13.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(64per) on channel 11.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(53per) on channel 10.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(58per) on channel 9.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(57per) on channel 7.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(55per) on channel 6.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(53per) on channel 5.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(57per) on channel 4.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(52per) on channel 3.
2023/09/01 02:04:33,WIRELESS,wl1 (2.4GHz): Detect interference(50per) on channel 1.
2023/09/01 02:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 02:04:18,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 02:03:44,WIRELESS,wl1 (2.4GHz): Detect interference(66per) [with Non-802.11] on channel 10.
2023/09/01 02:00:15,ADT,No new wireless terminal list.(scheduled)
2023/09/01 02:00:07,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 02:00:06,ADT,### Scheduled time.
2023/09/01 01:59:56,WIRELESS,wl1 (2.4GHz): Detect interference(72per) [with Non-802.11] on channel 10.
2023/09/01 01:57:02,WIRELESS,wl1 (2.4GHz): Detect interference(84per) [with Non-802.11] on channel 10.
2023/09/01 01:55:50,WIRELESS,wl1 (2.4GHz): Detect interference(63per) [with Non-802.11] on channel 10.
2023/09/01 01:54:01,WIRELESS,wl1 (2.4GHz): Detect interference(82per) [with Non-802.11] on channel 10.
2023/09/01 01:52:49,WIRELESS,wl1 (2.4GHz): Detect interference(61per) [with Non-802.11] on channel 10.
2023/09/01 01:49:42,WIRELESS,wl1 (2.4GHz): Detect interference(71per) [with Non-802.11] on channel 10.
2023/09/01 01:46:42,WIRELESS,wl1 (2.4GHz): Detect interference(65per) [with Non-802.11] on channel 10.
2023/09/01 01:30:12,ADT,No new wireless terminal list.(scheduled)
2023/09/01 01:30:04,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 01:30:03,ADT,### Scheduled time.
2023/09/01 01:11:01,WIRELESS,wl1 (2.4GHz): Detect interference(62per) [with Non-802.11] on channel 10.
2023/09/01 01:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 01:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 01:04:26,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/09/01 01:04:26,WIRELESS,wl1 (2.4GHz): Switch Channel 10 / 20 MHz
2023/09/01 01:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 01:04:25,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 10 / 20 MHz
2023/09/01 01:04:25,WIRELESS,wl1 (2.4GHz): Detect interference(60per) [with Non-802.11] on channel 13.
2023/09/01 01:04:25,WIRELESS,wl1 (2.4GHz): Detect interference(57per) on channel 9.
2023/09/01 01:04:25,WIRELESS,wl1 (2.4GHz): Detect interference(63per) on channel 2.
2023/09/01 01:04:25,WIRELESS,wl1 (2.4GHz): Detect interference(61per) on channel 1.
2023/09/01 01:04:19,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 01:00:09,ADT,No new wireless terminal list.(scheduled)
2023/09/01 01:00:02,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 01:00:01,ADT,### Scheduled time.
2023/09/01 00:30:11,ADT,No new wireless terminal list.(scheduled)
2023/09/01 00:30:03,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 00:30:02,ADT,### Scheduled time.
2023/09/01 00:06:12,ADT,publish: CONNECT(0)=0
2023/09/01 00:05:48,ADT,Send wireless file.
2023/09/01 00:05:47,ADT,The file was uploaded.
2023/09/01 00:05:47,ADT,Send wired file.
2023/09/01 00:05:44,ADT,publish: EXEC(0)=0
2023/09/01 00:05:38,ADT,Subscribe callback(operation)
2023/09/01 00:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/09/01 00:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/09/01 00:04:29,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 1 / 20 MHz
2023/09/01 00:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(60per) [with Non-802.11] on channel 13.
2023/09/01 00:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(57per) on channel 9.
2023/09/01 00:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(63per) on channel 2.
2023/09/01 00:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(53per) on channel 1.
2023/09/01 00:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 144.
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 140.
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 136.
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 132.
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 112.
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 108.
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 104.
2023/09/01 00:04:13,WIRELESS,wl0 (5GHz): Detect interference(52per) on channel 100.
2023/09/01 00:00:11,ADT,No new wireless terminal list.(scheduled)
2023/09/01 00:00:03,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/09/01 00:00:02,ADT,### Scheduled time.
2023/08/31 23:30:16,ADT,No new wireless terminal list.(scheduled)
2023/08/31 23:30:08,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/08/31 23:30:07,ADT,### Scheduled time.
2023/08/31 23:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/08/31 23:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/08/31 23:04:30,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Switch Channel 1 / 20 MHz
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 1 / 20 MHz
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(88per) [with Non-802.11] on channel 13.
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(92per) [with Non-802.11] on channel 12.
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(62per) on channel 11.
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(62per) on channel 10.
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(69per) [with Non-802.11] on channel 9.
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(68per) [with Non-802.11] on channel 8.
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(54per) on channel 3.
2023/08/31 23:04:29,WIRELESS,wl1 (2.4GHz): Detect interference(63per) on channel 1.
2023/08/31 23:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/08/31 23:04:15,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
2023/08/31 23:00:09,ADT,No new wireless terminal list.(scheduled)
2023/08/31 23:00:02,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/08/31 23:00:01,ADT,### Scheduled time.
2023/08/31 22:30:10,ADT,No new wireless terminal list.(scheduled)
2023/08/31 22:30:02,ADT,Call: REQUEST_SYSLOG(scheduled)
2023/08/31 22:30:01,ADT,### Scheduled time.
2023/08/31 22:18:44,ADT,publish: CONNECT(0)=0
2023/08/31 22:18:18,ADT,The file was uploaded.
2023/08/31 22:18:14,ADT,Call: REQUEST_SYSLOG(send_log)
2023/08/31 22:18:14,ADT,Send log file.
2023/08/31 22:18:11,ADT,publish: EXEC(0)=0
2023/08/31 22:18:05,ADT,Subscribe callback(operation)
2023/08/31 22:18:05,ADT,publish: request_operation(request_file_upload)=0
2023/08/31 22:05:00,WIRELESS,wl0.1 (5GHz): Encryption Key Renewing
2023/08/31 22:05:00,WIRELESS,wl0.0 (5GHz): Encryption Key Renewing
2023/08/31 22:04:29,WIRELESS,wl1 (2.4GHz): Start sending beacon
2023/08/31 22:04:29,WIRELESS,wl1 (2.4GHz): Switch Channel 5 / 20 MHz
2023/08/31 22:04:28,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 5 / 20 MHz
2023/08/31 22:04:28,WIRELESS,wl1 (2.4GHz): Detect interference(53per) on channel 10.
2023/08/31 22:04:28,WIRELESS,wl1 (2.4GHz): Detect interference(90per) [with Non-802.11] on channel 9.
2023/08/31 22:04:28,WIRELESS,wl1 (2.4GHz): Detect interference(70per) [with Non-802.11] on channel 8.
2023/08/31 22:04:28,WIRELESS,wl1 (2.4GHz): Detect interference(50per) on channel 7.
2023/08/31 22:04:28,WIRELESS,wl1 (2.4GHz): Detect interference(62per) on channel 3.
2023/08/31 22:04:28,WIRELESS,wl1 (2.4GHz): Detect interference(65per) on channel 1.
2023/08/31 22:04:26,WIRELESS,wl1.0 (2.4GHz): Encryption Key Renewing
2023/08/31 22:04:15,WIRELESS,wl0 (5GHz): AutoChannel selected Channel 64 / 80 MHz
